1,DAN,100
1,DAN,100
1,DAN,100
1,BRO,98
1,CAR,93
1,DAN,63
1,NOP,45
1,VAD,36
1,DAN,13
1,WED,11
2,BOI,99
2,CAR,96
2,DNA,94
2,POU,94
2,NEW,89
2,VIM,87
2,DAN,65
2,SAB,17
3,SOI,80
3,ROD,34
